osm_id,existing_maxspeed,highway,classification,rf_rec_10pct,rf_rec_20pct,rf_rec_30pct,rf_rec_40pct,rf_rec_50pct,rf_rec_60pct,rf_rec_70pct,rf_rec_80pct,rf_rec_90pct,rf_rec_100pct
150602882,40,tertiary,Urban,,,,,,,,,,
186593866,40,tertiary,Urban,,,,,,,,,,
1022506651,60,secondary,Urban,,,,,,,,,,
11625686,30,tertiary,Urban,,,,,,,,,,
27753151,60,secondary,Urban,,,,,,,,,,
570844294,60,secondary,Urban,,,,,,,,,,
11436992,30,tertiary,Urban,,,,,,,,,,
50612573,80,primary,Rural,,,,,,,,,,
206667349,40,tertiary,Rural,,,,,,,,,,
723678785,60,tertiary,Urban,,,,,,,,,,
141922197,40,tertiary,Urban,,,,,,,,,,
1017404625,40,tertiary,Rural,,,,,,,,,,
116310102,30,tertiary,Rural,,,,,,,,,,
23518788,40,tertiary,Urban,,,,,,,,,,
59260201,30,tertiary,Urban,,,,,,,,,,
556482013,40,tertiary,Urban,,,,,,,,,,
1369600138,30,secondary,Urban,,,,,,,,,,
153735565,40,tertiary,Urban,,,,,,,,,,
95378308,40,tertiary,Urban,,,,,,,,,,
116305152,30,tertiary,Rural,,,,,,,,,,
124166490,40,secondary,Urban,,,,,,,,,,
921165989,40,tertiary,Urban,,,,,,,,,,
28322905,40,primary,Urban,,,,,,,,,,
836159854,40,tertiary,Urban,,,,,,,,,,
1079803308,20,tertiary,Urban,,,,,,,,,,
41443647,30,tertiary,Urban,,,,,,,,,,
7980946,40,tertiary,Urban,,,,,,,,,,
8426141,30,trunk,Urban,,,,,,,,,,
32834747,40,tertiary,Urban,,,,,,,,,,
158880872,40,tertiary,Urban,,,,,,,,,,
190380770,40,tertiary,Urban,,,,,,,,,,
550903150,40,primary,Urban,,,,,,,,,,
5235848,30,secondary,Urban,,,,,,,,,,
273536976,40,tertiary,Urban,,,,,,,,,,
33973931,40,primary,Rural,,,,,,,,,,
39160971,40,tertiary,Urban,,,,,,,,,,
246869356,40,tertiary,Urban,,,,,,,,,,
142814884,50,secondary,Urban,,,,,,,,,,
149583259,80,primary,Rural,,,,,,,,,,
4947832,30,tertiary,Urban,,,,,,,,,,
28312329,40,tertiary,Rural,,,,,,,,,,
28531650,60,secondary,Rural,49.99999963652017,,,,,,,,,
24224171,40,tertiary,Urban,,,,,,,,,,
682906525,80,tertiary,Urban,,,,,,,,,,
56826635,50,tertiary,Urban,,,,,,,,,,
80677211,40,tertiary,Urban,,,,,,,,,,
587353903,40,tertiary,Urban,,,,,,,,,,
158030064,40,tertiary,Urban,,,,,,,,,,
357048138,40,primary,Urban,,,,,,,,,,
4243613,80,primary,Urban,,,,,,,,,,
151460833,60,secondary,Urban,,,,,,,,,,
251433105,30,trunk,Urban,,,,,,,,,,
157475875,40,tertiary,Urban,,,,,,,,,,
101325103,40,tertiary,Urban,,,,,,,,,,
713354191,40,tertiary,Urban,,,,,,,,,,
886802457,40,tertiary,Urban,,,,,,,,,,
1304505949,30,tertiary,Urban,,,,,,,,,,
134381163,40,tertiary,Urban,,,,,,,,,,
172100020,80,primary,Urban,,,,,,,,,,
29493810,30,secondary,Urban,,,,,,,,,,
252993720,30,secondary,Rural,,,,,,,,,,
154078403,30,tertiary,Urban,,,,,,,,,,
55824443,40,tertiary,Urban,,,,,,,,,,
79175471,30,tertiary,Urban,,,,,,,,,,
94080239,30,tertiary,Urban,,,,,,,,,,
42408060,40,tertiary,Urban,,,,,,,,,,
842173722,40,tertiary,Urban,,,,,,,,,,
43323977,50,trunk,Urban,,,,,,,,,,
281840277,60,secondary,Urban,,,,,,,,,,
88790183,60,secondary,Rural,,,,,,,,,,
23949811,30,tertiary,Urban,,,,,,,,,,
53309815,40,tertiary,Urban,,,,,,,,,,
157490180,80,primary,Urban,,,,,,,,,,
140195426,20,tertiary,Urban,,,,,,,,,,
82173699,80,secondary,Rural,,,,,,,,,,
180786797,60,secondary,Urban,,,,,,,,,,
1395884803,60,secondary,Urban,,,,,,,,,,
4893540,20,tertiary,Urban,,,,,,,,,,
351436786,40,tertiary,Rural,,,,,,,,,,
423519140,40,tertiary,Urban,,,,,,,,,,
863483957,40,tertiary,Urban,,,,,,,,,,
135629085,40,tertiary,Urban,,,,,,,,,,
92512281,30,tertiary,Rural,,,,,,,,,,
52977445,40,secondary,Urban,,,,,,,,,,
28738600,40,tertiary,Urban,,,,,,,,,,
23519700,40,tertiary,Urban,,,,,,,,,,
36952897,80,primary,Urban,,,,,,,,,,
22770730,40,tertiary,Urban,,,,,,,,,,
29451526,40,secondary,Urban,,,,,,,,,,
169686361,30,tertiary,Urban,,,,,,,,,,
51339462,30,tertiary,Urban,,,,,,,,,,
34403875,30,trunk,Rural,,,,,,,,,,
131355990,60,secondary,Urban,,,,,,,,,,
1254891492,20,tertiary,Urban,,,,,,,,,,
52132459,50,primary,Urban,,,,,,,,,,
158149166,30,secondary,Urban,,,,,,,,,,
198485701,60,secondary,Urban,,,,,,,,,,
39277068,60,secondary,Rural,,,,,,,,,,
7978474,80,primary,Urban,,,,,,,,,,
98259719,40,tertiary,Urban,,,,,,,,,,
28324280,30,secondary,Urban,,,,,,,,,,
124826156,20,tertiary,Urban,,,,,,,,,,
170593001,20,tertiary,Urban,,,,,,,,,,
157191812,80,tertiary,Urban,,,,,,,,,,
439964384,40,tertiary,Urban,,,,,,,,,,
162565188,40,tertiary,Urban,,,,,,,,,,
696234201,60,tertiary,Urban,,,,,,,,,,
1121236786,40,tertiary,Urban,,,,,,,,,,
23297574,40,tertiary,Urban,,,,,,,,,,
28773282,30,primary,Urban,,,,,,,,,,
336769860,30,secondary,Rural,,,,,,,,,,
970786929,40,tertiary,Urban,,,,,,,,,,
236957684,40,tertiary,Rural,,,,,,,,,,
1180181184,40,tertiary,Urban,,,,,,,,,,
664388147,80,primary,Urban,,,,,,,,,,
630175317,40,tertiary,Urban,,,,,,,,,,
46990639,20,tertiary,Urban,,,,,,,,,,
33048853,60,trunk,Rural,,,,,,,,,,
1268189897,80,secondary,Urban,,,,,,,,,,
8294763,30,primary,Urban,,,,,,,,,,
194238832,60,secondary,Rural,,,,,,,,,,
178321574,40,tertiary,Urban,,,,,,,,,,
2679607,60,secondary,Urban,,,,,,,,,,
4361078,40,tertiary,Urban,,,,,,,,,,
89993886,40,secondary,Urban,,,,,,,,,,
246802256,40,tertiary,Urban,,,,,,,,,,
55949422,80,primary,Urban,,,,,,,,,,
259436897,40,tertiary,Urban,,,,,,,,,,
42272290,30,tertiary,Rural,,,,,,,,,,
24247758,40,tertiary,Urban,,,,,,,,,,
23649510,40,tertiary,Urban,,,,,,,,,,
38860877,60,secondary,Urban,,,,,,,,,,
91900398,30,tertiary,Urban,,,,,,,,,,
254467490,40,secondary,Urban,,,,,,,,,,
179463859,40,tertiary,Rural,,,,,,,,,,
9222801,30,tertiary,Urban,,,,,,,,,,
242185816,30,tertiary,Urban,,,,,,,,,,
219864904,40,tertiary,Urban,,,,,,,,,,
10852610,30,tertiary,Urban,,,,,,,,,,
150868685,40,tertiary,Urban,,,,,,,,,,
1235566347,40,tertiary,Urban,,,,,,,,,,
49068526,40,primary,Urban,,,,,,,,,,
331175318,60,secondary,Urban,,,,,,,,,,
23172177,30,tertiary,Urban,,,,,,,,,,
561765490,30,tertiary,Urban,,,,,,,,,,
158171521,30,tertiary,Urban,,,,,,,,,,
246374519,60,secondary,Urban,,,,,,,,,,
936978147,40,secondary,Urban,,,,,,,,,,
692673236,20,tertiary,Urban,,,,,,,,,,
27237976,40,tertiary,Urban,,,,,,,,,,
48115059,30,tertiary,Rural,,,,,,,,,,
99142680,40,tertiary,Urban,,,,,,,,,,
90799013,80,primary,Urban,,,,,,,,,,
26599298,40,secondary,Urban,,,,,,,,,,
550853127,20,tertiary,Urban,,,,,,,,,,
4302957,40,tertiary,Urban,,,,,,,,,,
991822074,40,primary,Urban,,,,,,,,,,
55527473,60,trunk,Urban,,,,,,,,,,
1254891492,20,tertiary,Urban,,,,,,,,,,
104656418,60,trunk,Urban,,,,,,,,,,
108351544,30,tertiary,Urban,,,,,,,,,,
53309173,30,tertiary,Urban,,,,,,,,,,
47402478,40,secondary,Urban,,,,,,,,,,
1068670943,30,tertiary,Urban,,,,,,,,,,
95344666,60,secondary,Rural,,,,,,,,,,
166219964,30,tertiary,Urban,,,,,,,,,,
229485088,30,tertiary,Rural,,,,,,,,,,
28441556,60,secondary,Urban,,,,,,,,,,
80676892,40,tertiary,Urban,,,,,,,,,,
95783377,40,tertiary,Urban,,,,,,,,,,
981658075,60,secondary,Rural,,,,,,,,,,
844761247,20,tertiary,Urban,,,,,,,,,,
73955302,60,secondary,Urban,,,,,,,,,,
31406903,40,tertiary,Urban,,,,,,,,,,
28503068,40,tertiary,Urban,,,,,,,,,,
26948964,40,tertiary,Urban,,,,,,,,,,
56002402,40,tertiary,Urban,,,,,,,,,,
180345594,60,secondary,Urban,,,,,,,,,,
1326465508,40,secondary,Urban,,,,,,,,,,
641919099,40,tertiary,Urban,,,,,,,,,,
16853495,40,tertiary,Urban,,,,,,,,,,
99204002,80,secondary,Urban,,,,,,,,,,
4794437,30,tertiary,Urban,,,,,,,,,,
4243928,20,tertiary,Urban,,,,,,,,,,
4308773,30,tertiary,Urban,,,,,,,,,,
34387011,40,tertiary,Urban,,,,,,,,,,
53728963,40,tertiary,Urban,,,,,,,,,,
41782550,30,tertiary,Urban,,,,,,,,,,
23088387,40,tertiary,Urban,,,,,,,,,,
70416779,60,secondary,Urban,,,,,,,,,,
61015145,60,secondary,Urban,,,,,,,,,,
52336398,40,secondary,Urban,,,,,,,,,,
26036876,40,tertiary,Urban,,,,,,,,,,
245615970,60,secondary,Urban,,,,,,,,,,
455487235,30,tertiary,Urban,,,,,,,,,,
1017404626,40,tertiary,Rural,,,,,,,,,,
37936127,50,primary,Urban,,,,,,,,,,
227670575,40,tertiary,Urban,,,,,,,,,,
112798639,40,tertiary,Urban,,,,,,,,,,
76159746,40,tertiary,Urban,,,,,,,,,,
98468842,40,tertiary,Urban,,,,,,,,,,
967778651,60,primary,Urban,,,,,,,,,,
65033755,40,tertiary,Urban,,,,,,,,,,
259866199,60,secondary,Urban,,,,,,,,,,
934501189,60,secondary,Rural,,,,,,,,,,
22663870,40,tertiary,Urban,,,,,,,,,,
634250279,60,secondary,Urban,,,,,,,,,,
30778463,40,tertiary,Urban,,,,,,,,,,
29022443,40,secondary,Urban,,,,,,,,,,
393918254,20,secondary,Urban,,,,,,,,,,
607016785,40,tertiary,Urban,,,,,,,,,,
993302469,80,primary,Urban,,,,,,,,,,
160393771,50,trunk,Urban,,,,,,,,,,
1069462074,60,secondary,Rural,,,,,,,,,,
106509097,40,tertiary,Urban,,,,,,,,,,
623236388,40,tertiary,Urban,,,,,,,,,,
577205344,30,tertiary,Urban,,,,,,,,,,
169332184,60,primary,Urban,,,,,,,,,,
106768827,40,tertiary,Rural,,,,,,,,,,
106976357,60,secondary,Urban,,,,,,,,,,
166219900,60,secondary,Urban,,,,,,,,,,
91138372,30,tertiary,Urban,,,,,,,,,,
251713110,50,trunk,Urban,,,,,,,,,,
111563031,50,secondary,Urban,,,,,,,,,,
27421968,40,secondary,Urban,,,,,,,,,,
4271664,60,secondary,Rural,,,,,,,,,,
29565858,40,tertiary,Urban,,,,,,,,,,
31759697,30,secondary,Rural,,,,,,,,,,
44660376,40,tertiary,Rural,,,,,,,,,,
819754088,40,primary,Urban,,,,,,,,,,
736305183,60,primary,Urban,,,,,,,,,,
921700482,40,tertiary,Urban,,,,,,,,,,
52013373,80,primary,Rural,,,,,,,,,,
1169792564,50,trunk,Urban,,,,,,,,,,
27422089,40,tertiary,Urban,,,,,,,,,,
693661417,40,secondary,Urban,,,,,,,,,,
634047988,40,tertiary,Urban,,,,,,,,,,
4709409,20,tertiary,Urban,,,,,,,,,,
972163645,20,tertiary,Urban,,,,,,,,,,
12799522,30,tertiary,Urban,,,,,,,,,,
539666079,80,tertiary,Urban,,,,,,,,,,
108398721,50,secondary,Urban,,,,,,,,,,
67480204,40,tertiary,Urban,,,,,,,,,,
25862164,40,primary,Urban,,,,,,,,,,
30911120,40,tertiary,Urban,,,,,,,,,,
48955502,40,tertiary,Urban,,,,,,,,,,
47419246,40,tertiary,Urban,,,,,,,,,,
30161675,30,secondary,Urban,,,,,,,,,,
157331506,40,tertiary,Urban,,,,,,,,,,
27422086,40,tertiary,Urban,,,,,,,,,,
28206769,30,tertiary,Urban,,,,,,,,,,
10403920,30,tertiary,Urban,,,,,,,,,,
179633652,60,tertiary,Rural,,,,,,,,,,
27034736,30,trunk,Urban,,,,,,,,,,
157375129,40,secondary,Urban,,,,,,,,,,
4243612,20,tertiary,Urban,,,,,,,,,,
822116418,40,tertiary,Urban,,,,,,,,,,
32806691,40,tertiary,Urban,,,,,,,,,,
25935850,80,primary,Urban,,,,,,,,,,
666841276,40,tertiary,Urban,,,,,,,,,,
329637636,40,tertiary,Rural,,,,,,,,,,
26137549,40,tertiary,Urban,,,,,,,,,,
23961396,30,secondary,Urban,,,,,,,,,,
32404914,40,tertiary,Rural,,,,,,,,,,
159447273,30,secondary,Urban,,,,,,,,,,
169800560,40,tertiary,Urban,,,,,,,,,,
47483703,40,tertiary,Urban,,,,,,,,,,
135622376,40,tertiary,Urban,,,,,,,,,,
30177168,60,secondary,Urban,,,,,,,,,,
4270595,50,primary,Rural,,,,,,,,,,
104432204,40,tertiary,Urban,,,,,,,,,,
142237056,20,tertiary,Urban,,,,,,,,,,
643157814,40,secondary,Urban,,,,,,,,,,
69583031,20,tertiary,Urban,,,,,,,,,,
787467856,40,tertiary,Urban,,,,,,,,,,
921542697,40,tertiary,Urban,,,,,,,,,,
131593584,40,tertiary,Urban,,,,,,,,,,
28811051,60,primary,Urban,,,,,,,,,,
837585768,40,tertiary,Urban,,,,,,,,,,
51996835,40,tertiary,Urban,,,,,,,,,,
693411683,80,secondary,Urban,,,,,,,,,,
53138047,40,tertiary,Urban,,,,,,,,,,
24053890,20,tertiary,Urban,,,,,,,,,,
34613910,40,tertiary,Rural,,,,,,,,,,
53309175,30,secondary,Urban,,,,,,,,,,
273590743,60,secondary,Urban,,,,,,,,,,
952535955,40,tertiary,Urban,,,,,,,,,,
681043081,40,tertiary,Urban,,,,,,,,,,
5073937,40,tertiary,Urban,,,,,,,,,,
99345474,40,tertiary,Urban,,,,,,,,,,
212584992,80,secondary,Urban,,,,,,,,,,
764484149,40,tertiary,Urban,,,,,,,,,,
675456183,40,secondary,Urban,,,,,,,,,,
94057148,30,tertiary,Urban,,,,,,,,,,
36297581,30,tertiary,Urban,,,,,,,,,,
27421956,20,tertiary,Urban,,,,,,,,,,
22770730,40,tertiary,Urban,,,,,,,,,,
563501842,40,tertiary,Urban,,,,,,,,,,
169922807,60,secondary,Urban,,,,,,,,,,
98087357,40,tertiary,Urban,,,,,,,,,,
153005779,50,primary,Urban,,,,,,,,,,
57016687,30,tertiary,Urban,,,,,,,,,,
165944758,80,primary,Urban,,,,,,,,,,
23519463,40,tertiary,Urban,,,,,,,,,,
511851762,80,tertiary,Urban,,,,,,,,,,
166606701,40,tertiary,Urban,,,,,,,,,,
185227306,30,tertiary,Urban,,,,,,,,,,
388980610,60,tertiary,Urban,,,,,,,,,,
125734958,20,tertiary,Urban,,,,,,,,,,
71396621,30,tertiary,Urban,,,,,,,,,,
623976639,40,tertiary,Urban,,,,,,,,,,
258044979,60,secondary,Rural,,,,,,,,,,
157258937,40,tertiary,Urban,,,,,,,,,,
71937917,30,secondary,Urban,,,,,,,,,,
105251300,40,tertiary,Urban,,,,,,,,,,
105276046,40,secondary,Urban,,,,,,,,,,
107016755,30,primary,Rural,,,,,,,,,,
5545341,30,tertiary,Urban,,,,,,,,,,
4243609,80,primary,Urban,,,,,,,,,,
48734496,40,tertiary,Urban,,,,,,,,,,
28908393,40,tertiary,Urban,,,,,,,,,,
121380996,30,tertiary,Urban,,,,,,,,,,
57886930,40,tertiary,Urban,,,,,,,,,,
164878464,60,secondary,Urban,,,,,,,,,,
373216371,60,primary,Urban,,,,,,,,,,
27997202,60,secondary,Urban,,,,,,,,,,
148282906,40,tertiary,Urban,,,,,,,,,,
169405726,40,tertiary,Urban,,,,,,,,,,
32506737,40,tertiary,Urban,,,,,,,,,,
23519207,60,secondary,Urban,,,,,,,,,,
151359912,60,secondary,Urban,,,,,,,,,,
4243609,80,primary,Urban,,,,,,,,,,
32869999,40,tertiary,Urban,,,,,,,,,,
23212160,40,tertiary,Urban,,,,,,,,,,
77711239,40,tertiary,Urban,,,,,,,,,,
82995055,50,secondary,Urban,,,,,,,,,,
846584625,30,tertiary,Urban,,,,,,,,,,
229487783,30,tertiary,Rural,,,,,,,,,,
192228090,40,tertiary,Urban,,,,,,,,,,
122115945,30,tertiary,Rural,,,,,,,,,,
338245731,80,tertiary,Urban,,,,,,,,,,
52021374,40,tertiary,Urban,,,,,,,,,,
1224738546,40,tertiary,Urban,,,,,,,,,,
29108844,40,tertiary,Urban,,,,,,,,,,
339665427,40,tertiary,Urban,,,,,,,,,,
4243925,40,tertiary,Urban,,,,,,,,,,
10852550,30,tertiary,Urban,,,,,,,,,,
749089267,60,secondary,Urban,,,,,,,,,,
4483878,60,primary,Urban,,,,,,,,,,
57884305,40,tertiary,Urban,,,,,,,,,,
90799129,40,tertiary,Urban,,,,,,,,,,
713833753,20,tertiary,Urban,,,,,,,,,,
24158828,40,tertiary,Urban,,,,,,,,,,
19821323,30,tertiary,Urban,,,,,,,,,,
246786459,60,secondary,Urban,,,,,,,,,,
1047010173,30,tertiary,Urban,,,,,,,,,,
29086079,40,tertiary,Urban,,,,,,,,,,
541633397,80,tertiary,Urban,,,,,,,,,,
558963696,40,tertiary,Urban,,,,,,,,,,
127506892,40,secondary,Urban,,,,,,,,,,
32376934,40,primary,Rural,,,,,,,,,,
23087102,40,tertiary,Urban,,,,,,,,,,
1249813063,40,tertiary,Urban,,,,,,,,,,
28957492,30,tertiary,Urban,,,,,,,,,,
50425513,40,tertiary,Urban,,,,,,,,,,
157402554,40,tertiary,Urban,,,,,,,,,,
100281065,20,tertiary,Urban,,,,,,,,,,
